56359,90,3775,3173,7745,-61,163488,97,103,3394,7533,8453,27776
56359,90,3775,3173,7745,-54,313600,100,141,3525,6135,8453,9216
64984,107,19800,3173,7745,-61,163040,98,396,3399,7518,8453,27776
64984,107,19800,3173,7745,-49,310080,102,416,3524,6135,8453,9216
130720,109,101,3176,7745,-58,163392,95,396,3401,7501,8453,27776
130720,109,101,3176,7745,-49,310912,101,202,3526,6135,8453,9216
152832,104,63,3176,7745,-59,163744,96,199,3400,7484,8453,27776
152832,104,63,3176,7745,-48,311232,101,256,3521,6135,8453,9216
153376,103,79,3175,7745,-60,164384,97,171,3395,7472,8453,27776
153376,103,79,3175,7745,-47,315392,101,188,3522,6135,8453,9216
153696,105,45,3174,7737,-60,165696,97,254,3388,7459,8453,27776
153696,105,45,3174,7737,-49,315456,101,217,3521,6135,8453,9216
153856,105,65,3174,7732,-61,166752,96,301,3388,7450,8453,27776
153856,105,65,3174,7732,-49,316928,102,249,3521,6135,8453,9216
154176,105,55,3177,7725,-60,166976,97,115,3385,7438,8453,27776
154176,105,55,3177,7725,-49,317696,101,97,3520,6135,8453,9216
154432,104,47,3178,7718,-61,167296,96,154,3384,7429,8453,27776
154432,104,47,3178,7718,-49,318080,101,106,3520,6135,8453,9216
154848,105,46,3181,7713,-61,168512,97,86,3387,7425,8453,27776
154848,105,46,3181,7713,-49,317888,102,136,3519,6142,8453,9216
155040,104,54,3183,7706,-59,168512,96,251,3389,7418,8453,27776
155040,104,54,3183,7706,-49,317504,102,171,3520,6145,8453,9216
155392,104,46,3182,7703,-61,169728,97,152,3388,7408,8453,27776
155392,104,46,3182,7703,-49,310720,100,232,3517,6145,8453,9216
156352,105,58,3183,7696,-58,172064,97,456,3391,7400,8453,27776
156352,105,58,3183,7696,-49,310848,101,252,3516,6145,8453,9216
156192,104,52,3183,7686,-61,172128,97,238,3395,7398,8453,27776
156192,104,52,3183,7686,-53,311552,102,153,3520,6145,8453,9216
157248,112,303,3183,7686,-69,167776,96,154,3401,7390,8453,27776
157248,112,303,3183,7686,-51,310272,101,108,3519,6145,8453,9216
160768,105,50,3180,7677,-61,167776,97,192,3404,7385,8453,27776
160768,105,50,3180,7677,-52,295680,100,536,3517,6145,8453,9216
161152,102,174,3181,7677,-56,154816,105,1002,3404,7379,8453,27776
161152,102,174,3181,7677,-50,295424,106,1014,3516,6145,8453,9216
161184,102,253,3182,7667,-59,167040,89,765,3406,7369,8453,27776
161184,102,253,3182,7667,-51,310464,100,456,3516,6151,8453,9216
162432,104,47,3180,7667,-57,172480,97,838,3410,7369,8453,27776
162432,104,47,3180,7667,-49,304640,100,295,3519,6154,8453,9216
162912,104,53,3179,7657,-75,155136,107,7276,3409,7359,8453,27776
162912,104,53,3179,7657,-50,309376,100,193,3520,6154,8453,9216
163616,105,68,3178,7657,-62,52228,99,12836,3405,7363,8453,27776
163616,105,68,3178,7657,-50,302912,101,174,3516,6154,8453,9216
161056,104,47,3180,7657,-50,305344,102,227,3513,6154,8453,9216
163168,104,56,3179,7654,-60,34951,106,3485,3390,7371,8453,27776
163168,104,56,3179,7654,-51,310016,100,137,3513,6154,8453,9216
164384,105,50,3179,7647,-66,9838,104,7460,3377,7365,8453,27776
164384,105,50,3179,7647,-51,314176,101,118,3508,6156,8453,9216
164544,105,60,3178,7647,-56,121728,78,9134,3381,7367,8453,27776
164544,105,60,3178,7647,-50,336576,100,197,3505,6161,8453,9216
164576,104,60,3177,7647,-60,177632,96,136,3388,7369,8453,27776
164576,104,60,3177,7647,-50,347392,101,127,3505,6161,8453,9216
163968,104,46,3176,7647,-55,189024,96,363,3387,7369,8453,27776
163968,104,46,3176,7647,-49,322752,101,143,3503,6168,8453,9216
164576,104,29,3176,7644,-49,292864,101,267,3498,6171,8453,9216
164448,104,45,3175,7644,-57,168608,96,412,3387,7369,8453,27776
164448,104,45,3175,7644,-51,302592,101,154,3501,6171,8453,9216
157632,104,68,3175,7639,-56,176384,96,270,3388,7366,8453,27776
157632,104,68,3175,7639,-49,302528,102,130,3502,6181,8453,9216
152128,105,44,3175,7637,-61,168384,97,3111,3389,7374,8453,27776
152128,105,44,3175,7637,-51,307904,102,176,3503,6181,8453,9216
164992,104,41,3175,7637,-64,122736,109,9563,3393,7379,8453,27776
164992,104,41,3175,7637,-51,313536,100,161,3502,6185,8453,9216
166720,105,63,3174,7637,-57,126191,92,4610,3394,7379,8453,27776
166720,105,63,3174,7637,-51,311424,101,248,3506,6190,8453,9216
167360,103,89,3174,7637,-59,79248,96,13889,3395,7379,8453,27776
167360,103,89,3174,7637,-50,304640,101,255,3508,6191,8453,9216
166560,105,64,3174,7637,-58,87392,96,5043,3400,7379,8453,27776
166560,105,64,3174,7637,-49,302720,100,330,3509,6192,8453,9216
166240,105,68,3174,7637,-58,69536,97,273,3405,7374,8453,27776
166240,105,68,3174,7637,-51,301632,101,117,3507,6190,8453,9216
166144,105,54,3173,7637,-57,97408,97,121,3409,7369,8453,27776
166144,105,54,3173,7637,-52,311808,101,82,3510,6188,8453,9216
165952,105,52,3175,7637,-54,125151,97,1070,3418,7370,8453,27776
165952,105,52,3175,7637,-49,311872,101,97,3512,6184,8453,9216
164480,105,54,3177,7637,-52,115775,99,721,3428,7363,8453,27776
164480,105,54,3177,7637,-51,311680,101,118,3513,6184,8453,9216
164544,105,47,3176,7637,-52,118032,95,1492,3435,7363,8453,27776
164544,105,47,3176,7637,-53,313088,101,140,3514,6179,8453,9216
164640,104,47,3178,7637,-58,121168,96,789,3440,7354,8453,27776
164640,104,47,3178,7637,-53,312384,101,106,3514,6174,8453,9216
164256,104,57,3177,7637,-72,84359,89,13340,3444,7349,8453,27776
164256,104,57,3177,7637,-53,316800,101,94,3516,6174,8453,9216
164512,105,43,3176,7637,-68,38231,94,3716,3447,7339,8453,27776
164512,105,43,3176,7637,-52,317504,101,80,3517,6171,8453,9216
164992,105,51,3175,7637,-64,43680,98,1229,3454,7327,8453,27776
164992,105,51,3175,7637,-52,323840,101,277,3517,6164,8453,9216
164576,104,53,3177,7637,-62,48008,101,392,3461,7314,8453,27776
164576,104,53,3177,7637,-52,332672,100,204,3519,6164,8453,9216
164736,104,57,3178,7632,-65,52616,98,124,3469,7304,8453,27776
164736,104,57,3178,7632,-54,303680,101,91,3519,6164,8453,9216
165024,104,40,3177,7628,-64,54656,99,107,3474,7296,8453,27776
165024,104,40,3177,7628,-54,314496,101,90,3517,6164,8453,9216
165568,104,49,3178,7628,-64,54624,99,114,3481,7279,8453,27776
165568,104,49,3178,7628,-53,325632,101,154,3514,6161,8453,9216
165600,105,32,3175,7628,-66,54752,99,261,3488,7264,8453,27776
165600,105,32,3175,7628,-54,323968,100,142,3514,6154,8453,9216
157056,105,48,3173,7623,-61,55168,99,89,3494,7249,8453,27776
157056,105,48,3173,7623,-51,328896,100,98,3513,6154,8453,9216
140192,104,46,3174,7620,-61,55391,98,125,3499,7235,8453,27776
140192,104,46,3174,7620,-52,316096,101,123,3514,6154,8453,9216
148192,104,57,3174,7620,-58,57640,99,118,3502,7221,8453,27776
148192,104,57,3174,7620,-55,225280,100,142,3514,6154,8453,9216
122943,114,5758,3172,7618,-58,65712,99,125,3508,7204,8453,27776
122943,114,5758,3172,7618,-49,187520,100,178,3515,6147,8453,9216
86240,86,14190,3173,7618,-60,65744,99,134,3513,7186,8453,27776
86240,86,14190,3173,7618,-57,243583,101,100,3514,6145,8453,9216
72648,80,4617,3171,7620,-58,63312,98,135,3518,7169,8453,27776
72648,80,4617,3171,7620,-56,238112,98,474,3514,6140,8453,9216
85215,99,14440,3171,7623,-58,38248,100,923,3520,7152,8453,27776
146544,73,29047,3172,7628,-63,37120,101,1486,3526,7140,8453,27776
146544,73,29047,3172,7628,-62,184448,106,4714,3517,6135,8453,9216
159680,107,25900,3170,7628,-58,38776,98,676,3531,7128,8453,27776
159680,107,25900,3170,7628,-49,139823,100,7987,3517,6135,8453,9216
104912,119,8202,3170,7628,-64,40672,99,338,3535,7121,8453,27776
104912,119,8202,3170,7628,-60,148976,89,15717,3514,6135,8453,9216
107872,97,6124,3165,7625,-58,45144,97,4656,3541,7108,8453,27776
107872,97,6124,3165,7625,-43,137887,109,12482,3513,6132,8453,9216
102447,105,4530,3166,7627,-49,43296,94,7375,3539,7094,8453,27776
102447,105,4530,3166,7627,-51,114815,92,10408,3515,6135,8453,9216
74016,103,2820,3169,7632,-56,34635,97,5184,3545,7084,8453,27776
74016,103,2820,3169,7632,-50,120960,89,20121,3523,6140,8453,9216
76272,100,4962,3169,7637,-54,32224,98,3790,3543,7072,8453,27776
76272,100,4962,3169,7637,-45,210944,132,18375,3511,6154,8453,9216
69600,100,2589,3168,7644,-54,17872,99,2945,3542,7059,8453,27776
69600,100,2589,3168,7644,-47,149696,113,14113,3510,6164,8453,9216
77496,106,3936,3171,7647,-61,30576,96,3647,3545,7047,8453,27776
77496,106,3936,3171,7647,-52,133375,99,9557,3507,6161,8453,9216
78912,100,2711,3169,7647,-58,93904,96,23172,3543,7039,8453,27776
78912,100,2711,3169,7647,-51,102256,111,4567,3502,6161,8453,9216
61791,98,7498,3169,7647,-60,165792,113,16682,3531,7024,8453,27776
61791,98,7498,3169,7647,-52,94176,113,3904,3492,6163,8453,9216
38928,109,6995,3168,7647,-61,99368,99,10377,3527,7006,8453,27776
38928,109,6995,3168,7647,-55,114415,100,3772,3487,6168,8453,9216
33075,107,9089,3166,7646,-48,38332,91,9735,3514,6995,8453,27776
33075,107,9089,3166,7646,-58,120896,104,934,3486,6171,8453,9216
45892,109,5677,3166,7645,-64,32836,108,6942,3490,6984,8453,27776
45892,109,5677,3166,7645,-65,112928,101,1650,3481,6170,8453,9216
38456,94,4800,3166,7645,-54,27824,108,11442,3473,6980,8453,27776
38456,94,4800,3166,7645,-54,88368,100,3052,3467,6177,8453,9216
47464,104,8846,3163,7644,-46,16614,102,7800,3465,6975,8453,27776
47464,104,8846,3163,7644,-55,75552,104,2948,3461,6179,8453,9216
53856,112,3657,3164,7644,-37,12365,105,6966,3454,6983,8453,27776
53856,112,3657,3164,7644,-59,73856,102,3759,3457,6190,8453,9216
60464,99,4039,3163,7644,-49,11684,99,7397,3434,6983,8453,27776
60464,99,4039,3163,7644,-70,76496,100,1651,3456,6198,8453,9216
27820,105,3033,3157,7644,-61,11808,115,13003,3420,6990,8453,27776
27820,105,3033,3157,7644,-75,72256,97,2656,3447,6204,8453,9216
36327,102,5300,3152,7644,-56,9970,92,12621,3415,7003,8453,27776
36327,102,5300,3152,7644,-52,52032,121,3579,3436,6211,8453,9216
34524,101,9685,3148,7636,-48,7529,67,13531,3413,7008,8453,27776
34524,101,9685,3148,7636,-54,16006,98,4562,3420,6214,8453,9216
21952,108,3458,3149,7631,-46,6731,115,14397,3410,7012,8453,27776
21952,108,3458,3149,7631,-39,18658,108,4275,3411,6221,8453,9216
22688,103,6260,3147,7624,-63,10736,106,10690,3408,7022,8453,27776
22688,103,6260,3147,7624,-58,29327,100,3292,3392,6227,8453,9216
39447,97,8222,3146,7621,-57,10846,89,7210,3405,7030,8453,27776
39447,97,8222,3146,7621,-54,21380,109,4254,3385,6230,8453,9216
59359,107,4279,3141,7611,-66,10312,89,8999,3392,7036,8453,27776
