02,93,3223,7163,-43,258815,98,212,3224,7844,9216,27776
430463,102,111,3224,7154,-56,4024,95,54,3162,7660,9216,8453
430463,102,111,3224,7154,-40,262720,97,144,3227,7827,9216,27776
429888,102,142,3224,7142,-61,4054,95,43,3163,7653,9216,8453
429888,102,142,3224,7142,-43,270848,99,486,3225,7812,9216,27776
362176,102,235,3227,7132,-60,4112,96,68,3164,7646,9216,8453
362176,102,235,3227,7132,-43,274624,98,186,3227,7794,9216,27776
370304,101,159,3230,7124,-59,4007,95,117,3164,7644,9216,8453
370304,101,159,3230,7124,-48,275072,97,233,3229,7783,9216,27776
420096,102,257,3234,7117,-57,3443,95,74,3165,7634,9216,8453
420096,102,257,3234,7117,-42,273152,97,214,3229,7768,9216,27776
417152,102,116,3235,7113,-60,3271,96,62,3167,7634,9216,8453
417152,102,116,3235,7113,-43,265344,97,197,3232,7753,9216,27776
420223,102,78,3239,7108,-58,3367,95,124,3168,7628,9216,8453
420223,102,78,3239,7108,-46,265728,97,269,3233,7744,9216,27776
423040,101,271,3242,7103,-58,3417,95,77,3171,7628,9216,8453
8418,104,6557,3429,6668,-85,40,101,240,3560,8023,9216,27776
5636,91,7421,3431,6651,-76,44,100,298,3561,8017,9216,27776
8274,95,2860,3433,6636,-77,36,102,1839,3562,8018,9216,27776
8064,97,4477,3429,6618,-81,8,107,3830,3564,8020,9216,27776
11322,103,6058,3429,6602,-75,2,95,5293,3562,8012,9216,27776
11975,99,3989,3420,6578,-69,4,103,5943,3564,8005,9216,27776
16237,112,3350,3417,6559,-81,16668,106,7350,3184,7358,9216,8453
16237,112,3350,3417,6559,-76,0,106,3174,3564,7996,9216,27776
21576,86,7449,3414,6542,-79,0,108,6371,3563,7986,9216,27776
79904,98,1645,3412,6505,-78,116,108,14811,3184,7397,9216,8453
79904,98,1645,3412,6505,-71,0,100,5979,3566,7968,9216,27776
84432,102,3208,3412,6497,-79,0,105,3404,3567,7968,9216,27776
90624,99,807,3414,6497,-82,180,98,8610,3196,7509,9216,8453
90624,99,807,3414,6497,-82,0,122,6965,3569,7964,9216,27776
90752,100,307,3415,6502,-67,14315,98,21949,3190,7557,9216,8453
90752,100,307,3415,6502,-76,0,91,8894,3570,7971,9216,27776
89376,101,1599,3416,6505,-67,26512,121,13418,3183,7586,9216,8453
92992,99,610,3415,6497,-64,11095,94,7414,3174,7589,9216,8453
96016,100,2009,3416,6488,-70,6495,103,8174,3173,7589,9216,8453
102544,102,3212,3415,6481,-83,4596,103,3264,3176,7589,9216,8453
102544,102,3212,3415,6481,-84,0,104,10070,3576,7978,9216,27776
110047,99,3368,3405,6471,-81,0,110,5240,3577,7971,9216,27776
84288,98,2093,3407,6466,-67,4676,95,3324,3184,7579,9216,8453
84288,98,2093,3407,6466,-80,0,99,3873,3579,7981,9216,27776
74096,104,3152,3408,6466,-72,5260,148,15858,3184,7586,9216,8453
20212,100,3606,3400,6466,-81,5062,118,12955,3183,7586,9216,8453
8494,102,2439,3389,6453,-79,4174,109,17760,3185,7591,9216,8453
5990,102,3688,3383,6453,-69,4144,85,4395,3177,7598,9216,8453
5990,102,3688,3383,6453,-78,2,94,6783,3585,7937,9216,27776
5827,97,2275,3378,6448,-69,7042,92,7007,3175,7593,9216,8453
8938,97,6706,3373,6444,-76,3590,112,11902,3182,7584,9216,8453
8938,97,6706,3373,6444,-82,22,89,9442,3587,7945,9216,27776
14632,102,3560,3369,6444,-81,18,107,9478,3589,7953,9216,27776
12560,99,4375,3366,6444,-78,6,135,9122,3589,7961,9216,27776
6481,102,2499,3365,6450,-74,9090,111,19609,3183,7581,9216,8453
6481,102,2499,3365,6450,-73,20,99,6305,3590,7966,9216,27776
2806,100,1917,3362,6451,-84,6316,101,17537,3177,7591,9216,8453
2806,100,1917,3362,6451,-81,0,97,9807,3590,7965,9216,27776
1951,107,5047,3361,6452,-75,2987,132,15279,3178,7586,9216,8453
1951,107,5047,3361,6452,-74,0,101,7362,3590,7926,9216,27776
2150,98,2969,3362,6460,-72,1571,111,3556,3183,7586,9216,8453
3694,110,3181,3364,6470,-64,0,97,9499,3591,7967,9216,27776
4610,104,2527,3365,6483,-82,1437,105,6214,3206,7627,9216,8453
4610,104,2527,3365,6483,-70,0,92,9924,3592,7975,9216,27776
8036,103,4488,3365,6485,-79,0,95,9427,3592,7960,9216,27776
9680,102,2156,3365,6492,-71,0,86,5106,3593,7962,9216,27776
34996,113,4981,3358,6493,-79,92524,101,13679,3214,7622,9216,8453
34996,113,4981,3358,6493,-70,0,129,9721,3593,7967,9216,27776
13987,81,7839,3343,6501,-84,259680,97,6447,3207,7619,9216,8453
13987,81,7839,3343,6501,-61,0,128,7369,3593,7977,9216,27776
5951,104,6987,3348,6509,-83,238816,105,14230,3206,7597,9216,8453
5951,104,6987,3348,6509,-68,2,98,9238,3593,7962,9216,27776
5165,95,3687,3345,6519,-77,52320,107,8027,3203,7592,9216,8453
5165,95,3687,3345,6519,-70,0,88,4636,3597,7960,9216,27776
12892,95,3009,3342,6523,-74,50063,129,17924,3200,7570,9216,8453
12892,95,3009,3342,6523,-66,0,100,7521,3597,7970,9216,27776
12812,102,5727,3345,6533,-69,37184,109,8397,3214,7556,9216,8453
12812,102,5727,3345,6533,-76,0,109,10656,3599,7957,9216,27776
9002,103,8812,3344,6548,-80,2,110,7849,3601,7938,9216,27776
