receiver_light,receiver_acceleration,receiver_angular_velocity,receiver_temperature,receiver_humidity,rssi,sender_light,sender_acceleration,sender_angular_velocity,sender_temperature,sender_humidity,receiver_id,sender_id,within_3m
1386,100,5928,3056,7780,-60,125,103,3914,3103,7631,8453,9216,1
2458,99,4141,3050,7785,-49,0,102,9256,3121,8355,8453,27776,1
2458,99,4141,3050,7785,-58,94,105,3040,3110,7621,8453,9216,1
3847,98,3378,3047,7788,-56,0,103,7205,3124,8348,8453,27776,1
3847,98,3378,3047,7788,-70,68,106,3111,3116,7603,8453,9216,1
7783,93,4765,3045,7793,-49,0,83,8521,3125,8355,8453,27776,1
7783,93,4765,3045,7793,-59,78,98,2550,3125,7593,8453,9216,1
11132,91,3670,3043,7798,-46,0,98,7653,3128,8358,8453,27776,1
11132,91,3670,3043,7798,-68,179,107,3260,3130,7576,8453,9216,1
8171,103,4250,3046,7805,-43,12,124,8461,3130,8348,8453,27776,1
8171,103,4250,3046,7805,-58,385,94,2358,3134,7559,8453,9216,1
8180,89,3389,3053,7814,-49,19,99,2170,3132,8345,8453,27776,1
8180,89,3389,3053,7814,-55,781,106,2412,3139,7542,8453,9216,1
7458,97,3890,3058,7832,-55,33,106,3009,3133,8369,8453,27776,1
7458,97,3890,3058,7832,-55,2258,99,2102,3145,7527,8453,9216,1
9743,89,8891,3062,7844,-39,20,98,4389,3136,8372,8453,27776,1
9743,89,8891,3062,7844,-56,3830,105,4800,3151,7512,8453,9216,1
6120,98,5865,3060,7854,-60,20,99,7395,3138,8365,8453,27776,1
6120,98,5865,3060,7854,-55,1811,99,7867,3152,7491,8453,9216,1
13972,75,5307,3059,7859,-56,8,106,10973,3139,8365,8453,27776,1
13972,75,5307,3059,7859,-55,5477,98,2810,3152,7477,8453,9216,1
56336,96,9337,3059,7866,-53,6,109,8505,3141,8356,8453,27776,1
56336,96,9337,3059,7866,-58,2203,105,2774,3151,7462,8453,9216,1
45432,129,8167,3058,7871,-49,12,126,8551,3142,8349,8453,27776,1
45432,129,8167,3058,7871,-64,2693,96,3326,3154,7450,8453,9216,1
28171,101,7132,3061,7876,-64,20,119,7547,3145,8340,8453,27776,1
28171,101,7132,3061,7876,-69,3047,105,4242,3154,7435,8453,9216,1
20214,122,7253,3065,7886,-64,18,95,6779,3147,8342,8453,27776,1
20214,122,7253,3065,7886,-66,3581,102,3416,3154,7425,8453,9216,1
9838,100,5616,3071,7897,-61,68,140,6781,3148,8338,8453,27776,1
9838,100,5616,3071,7897,-75,15523,106,3190,3154,7415,8453,9216,1
4739,95,5067,3075,7905,-61,33,93,5499,3152,8330,8453,27776,1
4739,95,5067,3075,7905,-70,9044,104,4797,3154,7404,8453,9216,1
3223,92,3306,3077,7921,-70,0,110,8905,3153,8330,8453,27776,1
3223,92,3306,3077,7921,-61,1616,118,3535,3155,7394,8453,9216,1
3827,92,5017,3077,7929,-74,0,92,6705,3155,8328,8453,27776,1
3827,92,5017,3077,7929,-67,1829,98,3530,3157,7386,8453,9216,1
6183,97,4119,3078,7939,-70,0,106,9583,3157,8323,8453,27776,1
6183,97,4119,3078,7939,-67,2914,100,2461,3157,7376,8453,9216,1
13852,93,8286,3079,7939,-64,4,113,7838,3159,8318,8453,27776,1
13852,93,8286,3079,7939,-69,4374,103,3181,3157,7369,8453,9216,1
24212,102,5535,3082,7941,-59,18,122,6408,3161,8308,8453,27776,1
24212,102,5535,3082,7941,-55,8402,98,4762,3159,7362,8453,9216,1
14444,94,7950,3086,7949,-62,21,107,5199,3164,8308,8453,27776,1
14444,94,7950,3086,7949,-66,34002,110,3253,3159,7355,8453,9216,1
10740,85,5853,3087,7949,-63,16,116,7112,3166,8303,8453,27776,1
10740,85,5853,3087,7949,-67,13855,98,3949,3153,7345,8453,9216,1
13303,112,8496,3084,7946,-85,14,139,10617,3168,8308,8453,27776,1
13303,112,8496,3084,7946,-61,9636,102,3297,3155,7335,8453,9216,1
24939,91,5355,3085,7949,-76,26,80,6951,3170,8303,8453,27776,1
24939,91,5355,3085,7949,-66,15822,106,2734,3154,7323,8453,9216,1
155759,90,6186,3090,7939,-72,33,107,6995,3172,8305,8453,27776,1
155759,90,6186,3090,7939,-61,44436,100,3314,3156,7321,8453,9216,1
221759,93,9830,3094,7939,-83,62,108,8424,3174,8313,8453,27776,1
221759,93,9830,3094,7939,-57,40568,99,2807,3156,7321,8453,9216,1
118527,102,7407,3093,7931,-74,95,105,13256,3176,8309,8453,27776,1
118527,102,7407,3093,7931,-60,48120,93,3062,3155,7316,8453,9216,1
28936,88,9805,3083,7921,-58,101,114,9298,3178,8309,8453,27776,1
28936,88,9805,3083,7921,-54,20704,99,5985,3151,7310,8453,9216,1
7827,120,10703,3076,7907,-68,70,103,9427,3179,8314,8453,27776,1
7827,120,10703,3076,7907,-81,16754,108,4877,3153,7303,8453,9216,1
6820,105,13263,3078,7900,-79,66,84,8315,3180,8314,8453,27776,1
6820,105,13263,3078,7900,-70,17040,107,3904,3155,7293,8453,9216,1
5740,91,3716,3083,7892,-68,43,97,9037,3182,8290,8453,27776,1
8767,87,3747,3082,7890,-78,25,93,8290,3184,8282,8453,27776,1
8767,87,3747,3082,7890,-66,9818,107,5667,3154,7277,8453,9216,1
13304,90,6628,3084,7882,-69,28,135,7970,3189,8268,8453,27776,1
13304,90,6628,3084,7882,-75,8544,104,3242,3154,7272,8453,9216,1
17602,98,6522,3088,7880,-69,16,96,5778,3191,8260,8453,27776,1
17602,98,6522,3088,7880,-61,11583,105,7573,3155,7272,8453,9216,1
56544,120,16271,3092,7871,-64,4,100,6609,3193,8255,8453,27776,1
56544,120,16271,3092,7871,-52,79944,97,2711,3156,7262,8453,9216,1
122736,82,11392,3090,7868,-60,113616,104,5650,3151,7259,8453,9216,1
156143,111,13964,3090,7861,-49,31,106,8080,3196,8292,8453,27776,1
156143,111,13964,3090,7861,-53,174272,116,7243,3153,7252,8453,9216,1
65018,87,8451,3096,7856,-57,33,134,5402,3198,8299,8453,27776,1
2118,95,282,3098,7851,-65,37,78,10358,3200,8290,8453,27776,1
2118,95,282,3098,7851,-49,364928,106,8955,3160,7243,8453,9216,1
2090,96,131,3101,7847,-55,26,138,11914,3202,8298,8453,27776,1
2090,96,131,3101,7847,-49,423487,164,12642,3161,7235,8453,9216,1
2106,96,163,3103,7845,-60,22,107,5604,3204,8316,8453,27776,1
2106,96,163,3103,7845,-55,453248,90,9017,3163,7233,8453,9216,1
2174,96,645,3107,7837,-81,392512,103,14261,3165,7223,8453,9216,1
2412,96,507,3111,7835,-61,29,101,1929,3206,8306,8453,27776,1
2412,96,507,3111,7835,-57,440000,104,6077,3165,7223,8453,9216,1
2581,94,817,3115,7827,-64,31,99,617,3205,8316,8453,27776,1
2581,94,817,3115,7827,-62,440895,105,9178,3168,7223,8453,9216,1
2678,96,281,3118,7825,-60,27,99,155,3205,8306,8453,27776,1
2678,96,281,3118,7825,-57,446911,106,1230,3170,7223,8453,9216,1
2826,96,238,3119,7816,-55,445248,98,839,3171,7215,8453,9216,1
3000,95,317,3123,7816,-62,89,106,4006,3211,8301,8453,27776,1
3000,95,317,3123,7816,-57,439231,99,555,3171,7213,8453,9216,1
3152,96,105,3125,7806,-61,111,120,14730,3213,8287,8453,27776,1
3152,96,105,3125,7806,-52,433279,100,349,3175,7213,8453,9216,1
3239,96,185,3127,7798,-61,134744,95,14445,3213,8311,8453,27776,1
3239,96,185,3127,7798,-58,396992,100,205,3180,7204,8453,9216,1
3383,95,52,3129,7791,-57,47498,150,17543,3209,8311,8453,27776,1
3383,95,52,3129,7791,-58,391232,101,92,3184,7207,8453,9216,1
3280,96,51,3132,7784,-49,131260,106,11766,3211,8272,8453,27776,1
3280,96,51,3132,7784,-56,414656,102,184,3185,7199,8453,9216,1
3303,95,58,3135,7780,-48,293279,97,8851,3209,8235,8453,27776,1
3303,95,58,3135,7780,-56,402496,103,220,3188,7194,8453,9216,1
3433,95,66,3136,7775,-49,358272,97,6893,3208,8201,8453,27776,1
3507,95,54,3139,7767,-53,374208,92,6645,3209,8164,8453,27776,1
3507,95,54,3139,7767,-56,443968,102,239,3195,7188,8453,9216,1
3588,96,100,3141,7761,-54,329440,107,12486,3212,8135,8453,27776,1
3588,96,100,3141,7761,-55,445247,102,494,3198,7185,8453,9216,1
3660,95,54,3144,7753,-63,232672,94,7687,3213,8110,8453,27776,1
3660,95,54,3144,7753,-55,440064,101,454,3202,7180,8453,9216,1
3756,96,111,3145,7746,-64,252927,95,773,3214,8081,8453,27776,1
3756,96,111,3145,7746,-56,427135,100,383,3204,7188,8453,9216,1
3899,95,92,3149,7738,-63,258879,97,345,3217,8052,8453,27776,1
3899,95,92,3149,7738,-55,426112,102,96,3207,7188,8453,9216,1
3972,96,56,3151,7731,-61,261280,97,285,3217,8022,8453,27776,1
3972,96,56,3151,7731,-56,426816,101,191,3210,7194,8453,9216,1
3980,95,54,3153,7722,-61,264736,98,146,3218,7995,8453,27776,1
3980,95,54,3153,7722,-57,427136,102,92,3212,7201,8453,9216,1
4036,95,51,3156,7714,-62,269312,97,269,3220,7969,8453,27776,1
4036,95,51,3156,7714,-56,427456,102,102,3217,7201,8453,9216,1
4020,95,47,3156,7707,-59,268672,98,273,3221,7942,8453,27776,1
4020,95,47,3156,7707,-56,427519,101,96,3219,7201,8453,9216,1
4076,95,45,3158,7699,-61,271232,98,197,3221,7917,8453,27776,1
4076,95,45,3158,7699,-58,427775,102,162,3220,7201,8453,9216,1
4012,95,59,3159,7692,-62,266976,98,171,3221,7898,8453,27776,1
4012,95,59,3159,7692,-57,429440,102,79,3219,7188,8453,9216,1
4044,95,41,3161,7683,-60,282560,98,221,3220,7881,8453,27776,1
4044,95,41,3161,7683,-57,429888,101,90,3221,7176,8453,9216,1
4014,96,55,3160,7675,-64,266304,98,254,3222,7863,8453,27776,1
4014,96,55,3160,7675,-56,431680,102,93,3223,7163,8453,9216,1
4006,96,41,3160,7668,-63,258815,98,212,3224,7844,8453,27776,1
4006,96,41,3160,7668,-57,430463,102,111,3224,7154,8453,9216,1
4024,95,54,3162,7660,-64,262720,97,144,3227,7827,8453,27776,1
4054,95,43,3163,7653,-64,270848,99,486,3225,7812,8453,27776,1
4054,95,43,3163,7653,-66,362176,102,235,3227,7132,8453,9216,1
4112,96,68,3164,7646,-64,274624,98,186,3227,7794,8453,27776,1
4112,96,68,3164,7646,-61,370304,101,159,3230,7124,8453,9216,1
4007,95,117,3164,7644,-57,275072,97,233,3229,7783,8453,27776,1
4007,95,117,3164,7644,-55,420096,102,257,3234,7117,8453,9216,1
3443,95,74,3165,7634,-65,273152,97,214,3229,7768,8453,27776,1
3443,95,74,3165,7634,-58,417152,102,116,3235,7113,8453,9216,1
3271,96,62,3167,7634,-63,265344,97,197,3232,7753,8453,27776,1
3271,96,62,3167,7634,-58,420223,102,78,3239,7108,8453,9216,1
3367,95,124,3168,7628,-62,265728,97,269,3233,7744,8453,27776,1
3367,95,124,3168,7628,-60,423040,101,271,3242,7103,8453,9216,1
3417,95,77,3171,7628,-62,277376,97,498,3235,7736,8453,27776,1
3417,95,77,3171,7628,-58,426303,100,117,3242,7095,8453,9216,1
3403,95,83,3174,7618,-66,277568,98,465,3234,7726,8453,27776,1
3403,95,83,3174,7618,-58,389440,102,259,3245,7092,8453,9216,1
3287,96,64,3173,7618,-64,273056,99,265,3235,7719,8453,27776,1
3287,96,64,3173,7618,-63,380992,102,125,3248,7087,8453,9216,1
3507,95,51,3175,7615,-65,294528,98,122,3235,7710,8453,27776,1
3507,95,51,3175,7615,-58,430399,102,97,3250,7077,8453,9216,1
3185,95,51,3177,7608,-64,294400,98,330,3236,7703,8453,27776,1
3185,95,51,3177,7608,-62,436224,102,203,3254,7069,8453,9216,1
2775,95,57,3177,7605,-64,293568,98,157,3238,7698,8453,27776,1
2775,95,57,3177,7605,-58,435839,101,162,3257,7067,8453,9216,1
2879,95,111,3178,7598,-58,294656,98,278,3241,7691,8453,27776,1
2879,95,111,3178,7598,-55,434495,101,207,3261,7058,8453,9216,1
2714,95,74,3180,7598,-62,297280,98,104,3244,7684,8453,27776,1
2714,95,74,3180,7598,-53,436479,102,248,3263,7055,8453,9216,1
2525,95,80,3183,7598,-64,298368,97,410,3248,7684,8453,27776,1
2525,95,80,3183,7598,-56,437056,101,91,3265,7048,8453,9216,1
2432,95,53,3183,7591,-61,297664,98,350,3249,7674,8453,27776,1
40,101,240,3560,8023,-76,5636,91,7421,3431,6651,27776,9216,0
44,100,298,3561,8017,-73,8274,95,2860,3433,6636,27776,9216,0
44,100,298,3561,8017,-84,4110,109,6256,3180,7319,27776,8453,0
36,102,1839,3562,8018,-87,8064,97,4477,3429,6618,27776,9216,0
36,102,1839,3562,8018,-89,4474,119,3980,3180,7329,27776,8453,0
8,107,3830,3564,8020,-80,11322,103,6058,3429,6602,27776,9216,0
8,107,3830,3564,8020,-84,7898,94,8291,3178,7344,27776,8453,0
2,95,5293,3562,8012,-81,11975,99,3989,3420,6578,27776,9216,0
2,95,5293,3562,8012,-87,13754,97,5668,3180,7349,27776,8453,0
4,103,5943,3564,8005,-75,16237,112,3350,3417,6559,27776,9216,0
0,106,3174,3564,7996,-65,21576,86,7449,3414,6542,27776,9216,0
0,106,3174,3564,7996,-90,23334,119,18671,3177,7368,27776,8453,0
0,108,6371,3563,7986,-82,51920,110,8566,3412,6530,27776,9216,0
0,113,7682,3565,7973,-75,80544,100,1383,3411,6515,27776,9216,0
0,86,9384,3567,7969,-80,79904,98,1645,3412,6505,27776,9216,0
0,100,5979,3566,7968,-75,84432,102,3208,3412,6497,27776,9216,0
0,105,3404,3567,7968,-81,90624,99,807,3414,6497,27776,9216,0
0,122,6965,3569,7964,-75,90752,100,307,3415,6502,27776,9216,0
0,91,8894,3570,7971,-84,89376,101,1599,3416,6505,27776,9216,0
0,99,5033,3572,7971,-86,92992,99,610,3415,6497,27776,9216,0
0,108,3399,3573,7978,-94,6495,103,8174,3173,7589,27776,8453,0
0,104,3412,3575,7973,-94,102544,102,3212,3415,6481,27776,9216,0
0,104,10070,3576,7978,-82,110047,99,3368,3405,6471,27776,9216,0
0,110,5240,3577,7971,-92,84288,98,2093,3407,6466,27776,9216,0
0,99,3873,3579,7981,-87,74096,104,3152,3408,6466,27776,9216,0
0,117,7314,3580,7964,-92,20212,100,3606,3400,6466,27776,9216,0
0,117,7314,3580,7964,-94,5062,118,12955,3183,7586,27776,8453,0
0,90,5244,3583,7962,-88,5990,102,3688,3383,6453,27776,9216,0
2,94,6783,3585,7937,-76,5827,97,2275,3378,6448,27776,9216,0
2,94,6783,3585,7937,-81,7042,92,7007,3175,7593,27776,8453,0
14,101,7250,3586,7946,-87,8938,97,6706,3373,6444,27776,9216,0
14,101,7250,3586,7946,-87,3590,112,11902,3182,7584,27776,8453,0
22,89,9442,3587,7945,-91,2956,97,12921,3180,7584,27776,8453,0
18,107,9478,3589,7953,-90,2192,115,9749,3180,7581,27776,8453,0
6,135,9122,3589,7961,-84,6481,102,2499,3365,6450,27776,9216,0
6,135,9122,3589,7961,-82,9090,111,19609,3183,7581,27776,8453,0
20,99,6305,3590,7966,-82,2806,100,1917,3362,6451,27776,9216,0
20,99,6305,3590,7966,-79,6316,101,17537,3177,7591,27776,8453,0
0,97,9807,3590,7965,-83,1951,107,5047,3361,6452,27776,9216,0
0,97,9807,3590,7965,-81,2987,132,15279,3178,7586,27776,8453,0
0,101,7362,3590,7926,-86,2150,98,2969,3362,6460,27776,9216,0
0,101,7362,3590,7926,-83,1571,111,3556,3183,7586,27776,8453,0
0,134,10134,3589,7962,-66,3694,110,3181,3364,6470,27776,9216,0
0,97,9499,3591,7967,-74,4610,104,2527,3365,6483,27776,9216,0
0,97,9499,3591,7967,-93,1437,105,6214,3206,7627,27776,8453,0
0,92,9924,3592,7975,-81,8036,103,4488,3365,6485,27776,9216,0
0,95,9427,3592,7960,-70,9680,102,2156,3365,6492,27776,9216,0
0,86,5106,3593,7962,-88,34996,113,4981,3358,6493,27776,9216,0
0,129,9721,3593,7967,-69,13987,81,7839,3343,6501,27776,9216,0
0,129,9721,3593,7967,-92,259680,97,6447,3207,7619,27776,8453,0
0,128,7369,3593,7977,-79,5951,104,6987,3348,6509,27776,9216,0
0,128,7369,3593,7977,-94,238816,105,14230,3206,7597,27776,8453,0
2,98,9238,3593,7962,-79,5165,95,3687,3345,6519,27776,9216,0
0,88,4636,3597,7960,-74,12892,95,3009,3342,6523,27776,9216,0
0,88,4636,3597,7960,-91,50063,129,17924,3200,7570,27776,8453,0
0,100,7521,3597,7970,-74,12812,102,5727,3345,6533,27776,9216,0
0,109,10656,3599,7957,-78,9002,103,8812,3344,6548,27776,9216,0
0,109,10656,3599,7957,-94,53895,104,12022,3257,7585,27776,8453,0
2,110,7849,3601,7938,-79,30388,96,3424,3345,6550,27776,9216,0
0,122,11232,3600,7936,-82,43912,100,3335,3335,6558,27776,9216,0
0,107,8963,3602,7916,-84,49456,115,3934,3336,6558,27776,9216,0
0,90,7231,3601,7913,-91,60055,106,4561,3338,6558,27776,9216,0
0,107,5223,3603,7893,-75,69808,97,2654,3339,6567,27776,9216,0
0,99,8348,3603,7881,-81,90464,103,6950,3339,6567,27776,9216,0
0,91,7479,3604,7886,-80,295040,106,4470,3335,6559,27776,9216,0
0,91,7479,3604,7886,-92,3028,129,27411,3222,7600,27776,8453,0
0,114,4181,3606,7864,-82,332160,98,5329,3315,6555,27776,9216,0
0,114,4181,3606,7864,-90,506,103,16407,3220,7614,27776,8453,0
2,96,4074,3607,7854,-88,423488,101,4369,3318,6564,27776,9216,0
2,96,4074,3607,7854,-92,359,114,18478,3222,7646,27776,8453,0
2,105,4418,3608,7842,-88,248,108,22381,3225,7687,27776,8453,0
12,125,9196,3608,7832,-94,441536,100,2417,3319,6574,27776,9216,0
12,125,9196,3608,7832,-88,36,138,13072,3229,7727,27776,8453,0
16,81,8348,3607,7810,-82,378175,100,3009,3322,6584,27776,9216,0
16,81,8348,3607,7810,-90,423,145,20255,3231,7767,27776,8453,0
20,108,10914,3607,7803,-86,268832,103,4004,3300,6581,27776,9216,0
22,126,7177,3608,7788,-83,350208,103,5352,3298,6581,27776,9216,0
20,117,5349,3609,7810,-72,306432,104,5906,3290,6581,27776,9216,0
14,105,8655,3607,7812,-76,239327,110,4200,3296,6591,27776,9216,0
14,105,9189,3609,7817,-73,240351,104,3720,3290,6600,27776,9216,0
14,110,10035,3608,7810,-83,209599,92,4426,3290,6600,27776,9216,0
14,110,10035,3608,7810,-94,999,110,12861,3256,7946,27776,8453,0
18,74,6107,3610,7803,-74,204640,102,2547,3290,6600,27776,9216,0
22,98,14405,3611,7790,-71,196704,103,3144,3286,6600,27776,9216,0
14,107,7943,3612,7783,-85,196800,98,6619,3272,6598,27776,9216,0
20,111,8089,3610,7778,-83,276703,96,4757,3275,6599,27776,9216,0
24,100,9948,3613,7765,-91,547392,95,6286,3284,6610,27776,9216,0
26,98,7452,3617,7732,-93,721536,101,5367,3294,6610,27776,9216,0
26,98,7452,3617,7732,-92,6430080,109,9033,3268,7964,27776,8453,0
28,97,6616,3617,7716,-87,5692160,114,10255,3273,7910,27776,8453,0
32,117,5625,3619,7723,-85,518336,116,5367,3266,6617,27776,9216,0
32,117,5625,3619,7723,-87,8386560,97,4037,3266,7854,27776,8453,0
36,94,7994,3619,7732,-88,642624,103,5603,3270,6628,27776,9216,0
36,94,7994,3619,7732,-89,3510272,117,8553,3276,7803,27776,8453,0
30,127,6910,3621,7784,-86,1175552,104,4781,3283,6644,27776,9216,0
30,127,6910,3621,7784,-87,5118720,114,20155,3294,7751,27776,8453,0
20,93,5775,3623,7799,-82,678208,107,5629,3290,6654,27776,9216,0
20,93,5775,3623,7799,-89,7768576,102,10875,3315,7723,27776,8453,0
30,111,10529,3623,7816,-92,611520,100,7221,3287,6659,27776,9216,0
30,111,10529,3623,7816,-92,7768064,113,6586,3347,7675,27776,8453,0
32,106,12639,3625,7843,-84,779776,103,5279,3280,6669,27776,9216,0
28,141,10994,3625,7853,-79,757568,102,2547,3289,6669,27776,9216,0
26,83,13254,3625,7811,-88,807936,100,5781,3281,6669,27776,9216,0
26,95,8281,3626,7806,-81,694848,98,3648,3271,6667,27776,9216,0
28,86,13213,3628,7846,-77,856832,108,2565,3280,6679,27776,9216,0
28,86,13213,3628,7846,-83,1796991,99,7693,3382,7383,27776,8453,0
38,126,14235,3627,7811,-79,871040,98,6040,3274,6685,27776,9216,0
38,126,14235,3627,7811,-76,1544320,112,7075,3385,7356,27776,8453,0
24,139,11677,3630,7829,-93,769856,101,2703,3268,6685,27776,9216,0
24,139,11677,3630,7829,-77,8386560,92,7403,3419,7345,27776,8453,0
32,79,12452,3631,7836,-83,608192,109,2878,3273,6695,27776,9216,0
32,79,12452,3631,7836,-89,5017088,97,6364,3441,7326,27776,8453,0
32,77,10978,3630,7843,-87,534464,102,3211,3270,6697,27776,9216,0
32,103,10254,3630,7828,-80,666560,98,3640,3265,6695,27776,9216,0
32,103,10254,3630,7828,-74,6696320,104,5438,3421,7252,27776,8453,0
56,94,9828,3630,7853,-80,718336,98,3757,3252,6692,27776,9216,0
56,94,9828,3630,7853,-75,8386560,113,7174,3450,7246,27776,8453,0
30,111,10254,3631,7851,-88,831808,107,4383,3253,6695,27776,9216,0
30,111,10254,3631,7851,-73,8386560,99,5661,3467,7221,27776,8453,0
30,109,8312,3631,7833,-83,573376,97,3949,3246,6695,27776,9216,0
30,109,8312,3631,7833,-75,8386560,106,4725,3481,7188,27776,8453,0
40,86,9792,3632,7868,-90,491712,99,2778,3237,6702,27776,9216,0
40,86,9792,3632,7868,-86,8386560,92,2727,3491,7158,27776,8453,0
26,94,9874,3632,7887,-81,518144,102,5614,3233,6707,27776,9216,0
26,94,9874,3632,7887,-78,8386560,113,4319,3500,7120,27776,8453,0
48,91,8952,3631,7907,-75,525247,103,6500,3230,6714,27776,9216,0
48,91,8952,3631,7907,-90,8386560,96,3996,3518,7076,27776,8453,0
35,110,9241,3633,7888,-79,498751,99,6560,3229,6721,27776,9216,0
35,110,9241,3633,7888,-82,8386560,101,6949,3537,7040,27776,8453,0
41,99,9437,3633,7885,-81,8386560,103,3742,3549,7008,27776,8453,0
28,132,3752,3633,7872,-82,8386560,100,2436,3559,6972,27776,8453,0
24,102,2419,3636,7944,-87,6599040,112,8814,3606,6779,27776,8453,0
24,100,2504,3638,7915,-84,564351,114,8518,3580,6732,27776,8453,0
48,100,5040,3640,7875,-83,421376,107,5276,3558,6699,27776,8453,0
16,98,4475,3640,7910,-82,422016,99,4725,3541,6676,27776,8453,0
18,82,8037,3640,8003,-86,1008576,91,8902,3459,6592,27776,8453,0
22,94,6576,3641,7986,-80,1247616,117,16606,3454,6580,27776,8453,0
30,101,7363,3641,7964,-85,612031,119,10274,3357,7648,27776,9216,0
30,101,7363,3641,7964,-90,240596,168,23356,3446,6577,27776,8453,0
24,98,6069,3641,7983,-75,2494079,126,15549,3362,7669,27776,9216,0
18,123,6439,3643,7964,-85,502912,118,20733,3372,7625,27776,9216,0
18,123,6439,3643,7964,-88,30094,117,12949,3437,6568,27776,8453,0
24,97,6711,3642,7932,-75,104314,142,15561,3368,7564,27776,9216,0
24,97,6711,3642,7932,-80,5376,129,24082,3438,6575,27776,8453,0
18,102,5152,3641,7986,-75,56996,108,12296,3365,7497,27776,9216,0
38,112,10904,3641,7991,-88,1405,104,6080,3359,7365,27776,9216,0
30,109,8768,3642,7964,-84,1459,164,21293,3458,6813,27776,8453,0
24,110,12825,3644,7913,-85,153,137,14715,3458,6968,27776,8453,0
28,105,6954,3642,7950,-84,1539,146,21775,3457,6990,27776,8453,0
28,98,9990,3643,7923,-87,1697,118,19622,3459,7052,27776,8453,0
8,86,7561,3645,7984,-92,1192,111,13695,3456,7196,27776,8453,0
26,88,6975,3645,7922,-88,1885,107,14374,3463,7239,27776,8453,0
32,114,7240,3646,7921,-94,5778,127,22487,3464,7256,27776,8453,0
16,98,14296,3647,7886,-94,207759,114,6352,3490,6539,27776,9216,0
26,130,7698,3645,7984,-87,792832,104,4621,3500,6500,27776,9216,0
26,130,7698,3645,7984,-84,6974,101,12553,3467,7325,27776,8453,0
8,122,9453,3648,7945,-88,3214,88,12468,3472,7380,27776,8453,0
30,106,5447,3650,7950,-86,389152,98,5695,3544,6407,27776,9216,0
20,103,5245,3651,7933,-90,220895,93,6241,3549,6373,27776,9216,0
32,115,5661,3651,7896,-76,802688,106,14817,3482,7475,27776,8453,0
22,121,12160,3654,7857,-72,1593408,95,4887,3489,7481,27776,8453,0
38,107,7272,3652,7973,-92,185920,103,2759,3559,6290,27776,9216,0
38,107,7272,3652,7973,-71,987392,95,3568,3498,7444,27776,8453,0
24,87,4683,3654,7940,-90,1131391,93,3154,3504,7418,27776,8453,0
50,104,6215,3655,7918,-75,1293824,103,7333,3517,7375,27776,8453,0
49,105,3247,3656,7894,-81,2930943,98,4422,3532,7333,27776,8453,0
47,97,5594,3656,7938,-92,199904,106,1609,3568,6174,27776,9216,0
47,97,5594,3656,7938,-77,6612991,99,2831,3557,7278,27776,8453,0
49,100,1152,3656,7958,-91,206111,98,1416,3574,6150,27776,9216,0
156,100,1564,3658,7931,-88,213472,101,456,3576,6130,27776,9216,0
156,100,1564,3658,7931,-76,4417280,104,5403,3563,7149,27776,8453,0
221,100,689,3660,7891,-89,217856,102,1260,3584,6113,27776,9216,0
221,100,689,3660,7891,-75,2595584,97,1847,3558,7090,27776,8453,0
167,100,196,3661,7884,-89,355935,102,2779,3591,6098,27776,9216,0
167,100,196,3661,7884,-82,3482112,99,4649,3559,7036,27776,8453,0
94,99,938,3661,7894,-90,613824,101,669,3608,6089,27776,9216,0
94,99,938,3661,7894,-83,5174784,101,5155,3564,6984,27776,8453,0
99,100,318,3664,7899,-88,514944,101,2477,3624,6075,27776,9216,0
99,100,318,3664,7899,-87,8386560,112,9279,3569,6930,27776,8453,0
124,100,228,3665,7906,-88,5202432,100,5947,3554,6880,27776,8453,0
112,100,1118,3666,7926,-82,402304,107,4016,3644,6030,27776,9216,0
124,94,8672,3666,7963,-86,414463,94,2896,3648,6008,27776,9216,0
59,100,9182,3667,8019,-79,378880,105,2551,3657,5997,27776,9216,0
59,100,9182,3667,8019,-82,2784640,97,11890,3519,6730,27776,8453,0
46,119,7749,3667,8140,-80,418559,97,3896,3665,5984,27776,9216,0
34,106,5222,3666,8224,-81,581376,102,1839,3678,5970,27776,9216,0
36,96,7888,3665,8285,-83,642112,101,1298,3696,5955,27776,9216,0
36,96,7888,3665,8285,-84,356544,120,6206,3533,6649,27776,8453,0
30,116,10261,3666,8312,-81,375936,99,5232,3542,6624,27776,8453,0
551,102,10354,3669,8268,-85,635200,101,891,3733,5914,27776,9216,0
551,102,10354,3669,8268,-77,987071,140,14934,3544,6597,27776,8453,0
3125,124,13684,3662,8330,-64,1184512,90,12371,3534,6578,27776,8453,0
521012,83,13815,3663,8352,-79,436992,101,3369,3763,5861,27776,9216,0
521012,83,13815,3663,8352,-56,2729600,109,19432,3535,6568,27776,8453,0
1174592,126,23232,3661,8340,-76,366976,105,3473,3774,5833,27776,9216,0
1174592,126,23232,3661,8340,-65,3578111,83,20508,3524,6561,27776,8453,0
1328000,90,12083,3653,8254,-70,463167,96,3751,3779,5803,27776,9216,0
1328000,90,12083,3653,8254,-75,397512,121,16602,3510,6537,27776,8453,0
1535360,101,1308,3664,8103,-70,554495,119,6840,3783,5776,27776,9216,0
1535360,101,1308,3664,8103,-61,491496,110,11910,3518,6508,27776,8453,0
1559424,100,609,3666,7945,-79,315871,96,4763,3773,5751,27776,9216,0
1559424,100,609,3666,7945,-63,7068,97,8213,3521,6512,27776,8453,0
1623296,98,3472,3679,7793,-72,212320,96,2437,3774,5734,27776,9216,0
